player_name,time,longitude,latitude,ressource_id,ressource_type,Game_ID
Silent Squirrel,2023-05-20 11:19:03-05:00,-74.47773,46.046086,28,Type A,2
Wandering Antelope,2023-05-20 11:19:07-05:00,-74.477808,46.042675,106,Type A,2
Tenacious Mongoose,2023-05-20 11:19:13-05:00,-74.479571,46.044245,19,Type A,2
Noble Zebra,2023-05-20 11:19:14-05:00,-74.47706,46.045533,29,Type A,2
Wild Tiger,2023-05-20 11:19:19-05:00,-74.47871,46.042976,78,Type A,2
Fearless Chameleon,2023-05-20 11:19:20-05:00,-74.477243,46.043309,100,Type A,2
Vigilant Puma,2023-05-20 11:19:28-05:00,-74.479204,46.044379,90,Type A,2
Gentle Bear,2023-05-20 11:19:32-05:00,-74.477572,46.043139,99,Type A,2
Enduring Beaver,2023-05-20 11:19:37-05:00,-74.477021,46.043759,97,Type A,2
Energetic Badger,2023-05-20 11:19:40-05:00,-74.478494,46.043532,89,Type A,2
Resourceful Platypus,2023-05-20 11:19:44-05:00,-74.478998,46.046029,25,Type A,2
Brave Cheetah,2023-05-20 11:19:46-05:00,-74.477061,46.043837,96,Type A,2
Tenacious Mongoose,2023-05-20 11:19:46-05:00,-74.47958,46.04424,19,Type A,2
Vigilant Puma,2023-05-20 11:19:48-05:00,-74.479171,46.044338,90,Type A,2
Resourceful Platypus,2023-05-20 11:20:03-05:00,-74.478999,46.046027,25,Type B,2
Wandering Antelope,2023-05-20 11:20:05-05:00,-74.477866,46.04265,106,Type A,2
Cunning Giraffe,2023-05-20 11:20:19-05:00,-74.479409,46.042566,74,Type A,2
Gentle Bear,2023-05-20 11:20:22-05:00,-74.477531,46.043132,99,Type A,2
Resourceful Platypus,2023-05-20 11:20:28-05:00,-74.478999,46.046027,25,Type A,2
Majestic Kangaroo,2023-05-20 11:20:33-05:00,-74.478366,46.042911,332,Type A,2
Silent Squirrel,2023-05-20 11:20:44-05:00,-74.477747,46.046045,28,Type A,2
Fearless Chameleon,2023-05-20 11:20:48-05:00,-74.477284,46.043267,100,Type B,2
Enduring Beaver,2023-05-20 11:20:53-05:00,-74.477021,46.043759,97,Type A,2
Brave Cheetah,2023-05-20 11:20:55-05:00,-74.477061,46.043837,96,Type A,2
Majestic Kangaroo,2023-05-20 11:20:56-05:00,-74.478629,46.042787,76,Type A,2
Gentle Bear,2023-05-20 11:21:01-05:00,-74.477588,46.043135,99,Type A,2
Majestic Kangaroo,2023-05-20 11:21:08-05:00,-74.478366,46.042911,332,Type A,2
Independent Weasel,2023-05-20 11:21:11-05:00,-74.478629,46.042787,75,Type A,2
Cunning Giraffe,2023-05-20 11:21:19-05:00,-74.479382,46.042517,74,Type A,2
Enduring Beaver,2023-05-20 11:21:23-05:00,-74.477021,46.043759,97,Type A,2
Resilient Otter,2023-05-20 11:21:26-05:00,-74.478265,46.045935,27,Type A,2
Bold Owl,2023-05-20 11:21:36-05:00,-74.476765,46.043423,102,Type A,2
Gentle Bear,2023-05-20 11:21:39-05:00,-74.477641,46.043163,99,Type A,2
Tenacious Mongoose,2023-05-20 11:21:42-05:00,-74.479578,46.04424,19,Type A,2
Cunning Giraffe,2023-05-20 11:21:43-05:00,-74.479382,46.042517,74,Type A,2
Independent Weasel,2023-05-20 11:21:43-05:00,-74.478629,46.042787,76,Type A,2
Brave Cheetah,2023-05-20 11:21:44-05:00,-74.477061,46.043837,96,Type A,2
Swift Elephant,2023-05-20 11:21:50-05:00,-74.47774,46.044993,8,Type A,2
Wild Tiger,2023-05-20 11:21:51-05:00,-74.478649,46.042891,78,Type A,2
Energetic Badger,2023-05-20 11:21:55-05:00,-74.478305,46.043463,90,Type A,2
Enduring Beaver,2023-05-20 11:22:00-05:00,-74.477021,46.043759,97,Type B,2
Brave Cheetah,2023-05-20 11:22:09-05:00,-74.477061,46.043837,96,Type A,2
Cunning Giraffe,2023-05-20 11:22:17-05:00,-74.479382,46.042517,74,Type B,2
Independent Weasel,2023-05-20 11:22:18-05:00,-74.478573,46.042813,76,Type A,2
Swift Elephant,2023-05-20 11:22:26-05:00,-74.477816,46.045039,8,Type A,2
Tenacious Mongoose,2023-05-20 11:22:28-05:00,-74.479583,46.04425,19,Type A,2
Independent Weasel,2023-05-20 11:22:39-05:00,-74.478636,46.042798,76,Type A,2
Majestic Kangaroo,2023-05-20 11:22:50-05:00,-74.478732,46.043052,330,Type A,2
Fearless Chameleon,2023-05-20 11:22:51-05:00,-74.477254,46.043094,104,Type A,2
Cunning Giraffe,2023-05-20 11:22:53-05:00,-74.47946,46.042504,74,Type B,2
Resilient Otter,2023-05-20 11:22:54-05:00,-74.478233,46.045897,27,Type A,2
Tenacious Mongoose,2023-05-20 11:23:00-05:00,-74.479583,46.04425,19,Type A,2
Independent Weasel,2023-05-20 11:23:14-05:00,-74.478619,46.042803,76,Type A,2
Enduring Beaver,2023-05-20 11:23:14-05:00,-74.477021,46.043759,97,Type A,2
Majestic Kangaroo,2023-05-20 11:23:17-05:00,-74.478732,46.043052,330,Type B,2
Cunning Giraffe,2023-05-20 11:23:17-05:00,-74.479465,46.042448,74,Type B,2
Bold Owl,2023-05-20 11:23:20-05:00,-74.476733,46.043354,102,Type A,2
Resilient Otter,2023-05-20 11:23:33-05:00,-74.478246,46.045942,27,Type A,2
Fearless Chameleon,2023-05-20 11:23:37-05:00,-74.477259,46.043048,104,Type B,2
Cunning Giraffe,2023-05-20 11:23:51-05:00,-74.479557,46.0425,74,Type A,2
Independent Weasel,2023-05-20 11:23:56-05:00,-74.478551,46.042799,76,Type B,2
Resilient Otter,2023-05-20 11:23:58-05:00,-74.478234,46.045894,27,Type A,2
Energetic Badger,2023-05-20 11:24:05-05:00,-74.478126,46.04331,91,Type A,2
Fearless Chameleon,2023-05-20 11:24:05-05:00,-74.477328,46.043003,104,Type A,2
Enduring Beaver,2023-05-20 11:24:11-05:00,-74.477021,46.043759,97,Type B,2
Cunning Giraffe,2023-05-20 11:24:13-05:00,-74.479482,46.042504,74,Type A,2
Gentle Bear,2023-05-20 11:24:17-05:00,-74.477621,46.043183,99,Type A,2
Majestic Kangaroo,2023-05-20 11:24:21-05:00,-74.478732,46.043052,330,Type A,2
Independent Weasel,2023-05-20 11:24:22-05:00,-74.478551,46.042799,76,Type B,2
Cunning Giraffe,2023-05-20 11:24:31-05:00,-74.479482,46.042504,74,Type A,2
Wild Tiger,2023-05-20 11:24:34-05:00,-74.478916,46.042644,75,Type A,2
Tenacious Mongoose,2023-05-20 11:24:36-05:00,-74.479576,46.044273,19,Type A,2
Independent Weasel,2023-05-20 11:24:42-05:00,-74.478509,46.042836,76,Type A,2
Enduring Beaver,2023-05-20 11:24:42-05:00,-74.477021,46.043759,97,Type B,2
Curious Penguin,2023-05-20 11:24:44-05:00,-74.477142,46.045573,29,Type A,2
Tenacious Mongoose,2023-05-20 11:24:53-05:00,-74.479576,46.044273,19,Type A,2
Swift Elephant,2023-05-20 11:24:56-05:00,-74.477816,46.045039,8,Type A,2
Majestic Kangaroo,2023-05-20 11:25:02-05:00,-74.478732,46.043052,330,Type B,2
Cunning Giraffe,2023-05-20 11:25:02-05:00,-74.479451,46.042545,74,Type A,2
Wild Tiger,2023-05-20 11:25:05-05:00,-74.478857,46.042664,75,Type A,2
Majestic Kangaroo,2023-05-20 11:25:07-05:00,-74.478509,46.042836,76,Type A,2
Energetic Badger,2023-05-20 11:25:16-05:00,-74.478254,46.043241,92,Type A,2
Elusive Fox,2023-05-20 11:25:18-05:00,-74.478178,46.04594,27,Type A,2
Noble Zebra,2023-05-20 11:25:32-05:00,-74.477098,46.045528,29,Type A,2
Enduring Beaver,2023-05-20 11:25:40-05:00,-74.477021,46.043759,97,Type B,2
Wild Tiger,2023-05-20 11:25:41-05:00,-74.478857,46.042664,75,Type A,2
Energetic Badger,2023-05-20 11:25:46-05:00,-74.478291,46.043195,92,Type A,2
Majestic Kangaroo,2023-05-20 11:25:46-05:00,-74.478732,46.043052,330,Type A,2
Noble Zebra,2023-05-20 11:25:50-05:00,-74.47753,46.045782,01,Type A,2
Silent Squirrel,2023-05-20 11:26:01-05:00,-74.478454,46.046195,26,Type A,2
Wandering Antelope,2023-05-20 11:26:04-05:00,-74.477283,46.043359,100,Type A,2
Wandering Antelope,2023-05-20 11:26:21-05:00,-74.477283,46.043359,100,Type A,2
Curious Penguin,2023-05-20 11:26:22-05:00,-74.477082,46.045556,29,Type A,2
Elusive Fox,2023-05-20 11:26:24-05:00,-74.478288,46.045885,27,Type A,2
Enduring Beaver,2023-05-20 11:26:26-05:00,-74.477021,46.043759,97,Type B,2
Tenacious Mongoose,2023-05-20 11:26:47-05:00,-74.479585,46.044272,19,Type A,2
Silent Squirrel,2023-05-20 11:26:55-05:00,-74.478454,46.046195,28,Type B,2
Gentle Bear,2023-05-20 11:27:03-05:00,-74.477603,46.043176,99,Type A,2
Resourceful Platypus,2023-05-20 11:27:13-05:00,-74.479377,46.045559,03,Type A,2
Tenacious Mongoose,2023-05-20 11:27:19-05:00,-74.479577,46.044274,19,Type A,2
Majestic Kangaroo,2023-05-20 11:27:21-05:00,-74.478602,46.042784,384,Type B,2
Elusive Fox,2023-05-20 11:27:24-05:00,-74.478288,46.045885,27,Type A,2
Bold Owl,2023-05-20 11:27:30-05:00,-74.476757,46.043355,101,Type A,2
Silent Squirrel,2023-05-20 11:27:30-05:00,-74.478454,46.046195,28,Type A,2
Enduring Beaver,2023-05-20 11:27:34-05:00,-74.477021,46.043759,97,Type A,2
Silent Squirrel,2023-05-20 11:27:49-05:00,-74.478454,46.046195,28,Type B,2
Majestic Kangaroo,2023-05-20 11:28:06-05:00,-74.478602,46.042784,384,Type B,2
Fearless Chameleon,2023-05-20 11:28:08-05:00,-74.477615,46.042902,105,Type B,2
Resilient Otter,2023-05-20 11:28:11-05:00,-74.47889,46.04583,04,Type A,2
Tenacious Mongoose,2023-05-20 11:28:16-05:00,-74.479582,46.044278,19,Type A,2
Majestic Kangaroo,2023-05-20 11:28:24-05:00,-74.478602,46.042784,384,Type B,2
Cunning Giraffe,2023-05-20 11:28:29-05:00,-74.479115,46.042028,71,Type B,2
Resilient Otter,2023-05-20 11:28:34-05:00,-74.478903,46.04578,04,Type A,2
Resourceful Platypus,2023-05-20 11:28:41-05:00,-74.479244,46.045549,03,Type B,2
Resourceful Platypus,2023-05-20 11:28:41-05:00,-74.479244,46.045549,03,Type B,2
Tenacious Mongoose,2023-05-20 11:28:42-05:00,-74.479582,46.044278,19,Type A,2
Fearless Chameleon,2023-05-20 11:28:58-05:00,-74.477643,46.04286,105,Type A,2
Cunning Giraffe,2023-05-20 11:28:59-05:00,-74.479072,46.042037,71,Type B,2
Majestic Kangaroo,2023-05-20 11:29:01-05:00,-74.47867,46.042776,384,Type B,2
Silent Squirrel,2023-05-20 11:29:03-05:00,-74.478456,46.046194,28,Type B,2
Vigilant Puma,2023-05-20 11:29:03-05:00,-74.479317,46.043957,18,Type A,2
Resourceful Platypus,2023-05-20 11:29:12-05:00,-74.479277,46.045549,03,Type B,2
Resilient Otter,2023-05-20 11:29:14-05:00,-74.478903,46.04578,04,Type A,2
Independent Weasel,2023-05-20 11:29:19-05:00,-74.478333,46.042717,110,Type B,2
Bold Owl,2023-05-20 11:29:25-05:00,-74.476912,46.043475,101,Type A,2
Wandering Antelope,2023-05-20 11:29:27-05:00,-74.476804,46.043307,102,Type A,2
Energetic Badger,2023-05-20 11:29:40-05:00,-74.478721,46.043218,81,Type A,2
Tenacious Mongoose,2023-05-20 11:29:46-05:00,-74.479576,46.044276,19,Type A,2
Fearless Chameleon,2023-05-20 11:29:47-05:00,-74.477643,46.04286,105,Type A,2
Cunning Giraffe,2023-05-20 11:29:49-05:00,-74.479051,46.042084,71,Type B,2
Majestic Kangaroo,2023-05-20 11:29:54-05:00,-74.47867,46.042776,384,Type A,2
Bold Owl,2023-05-20 11:29:57-05:00,-74.476923,46.043557,101,Type A,2
Energetic Badger,2023-05-20 11:30:01-05:00,-74.478721,46.043218,81,Type A,2
Silent Squirrel,2023-05-20 11:30:03-05:00,-74.478456,46.046194,28,Type B,2
Independent Weasel,2023-05-20 11:30:07-05:00,-74.478264,46.042698,110,Type A,2
Resourceful Platypus,2023-05-20 11:30:10-05:00,-74.479217,46.045499,03,Type A,2
Wandering Antelope,2023-05-20 11:30:20-05:00,-74.476804,46.043307,102,Type A,2
Fearless Chameleon,2023-05-20 11:30:21-05:00,-74.477643,46.04286,105,Type A,2
Resourceful Platypus,2023-05-20 11:30:31-05:00,-74.47922,46.045502,03,Type B,2
Independent Weasel,2023-05-20 11:30:41-05:00,-74.478264,46.042698,110,Type A,2
Fearless Chameleon,2023-05-20 11:30:43-05:00,-74.477643,46.04286,105,Type A,2
Vigilant Puma,2023-05-20 11:30:44-05:00,-74.479317,46.043957,18,Type A,2
Cunning Giraffe,2023-05-20 11:30:46-05:00,-74.479118,46.042097,71,Type B,2
Bold Owl,2023-05-20 11:30:48-05:00,-74.47688,46.043441,101,Type A,2
Silent Squirrel,2023-05-20 11:30:58-05:00,-74.478456,46.046194,28,Type A,2
Vigilant Puma,2023-05-20 11:30:58-05:00,-74.479317,46.043957,18,Type A,2
Majestic Kangaroo,2023-05-20 11:31:03-05:00,-74.478647,46.04281,384,Type A,2
Wandering Antelope,2023-05-20 11:31:09-05:00,-74.476804,46.043307,102,Type A,2
Cunning Giraffe,2023-05-20 11:31:11-05:00,-74.479103,46.042053,71,Type B,2
Resourceful Platypus,2023-05-20 11:31:30-05:00,-74.47922,46.045502,03,Type B,2
Fearless Chameleon,2023-05-20 11:31:55-05:00,-74.477645,46.042853,105,Type A,2
Cunning Giraffe,2023-05-20 11:31:57-05:00,-74.479177,46.042077,71,Type B,2
Independent Weasel,2023-05-20 11:32:12-05:00,-74.478192,46.042712,110,Type B,2
Bold Owl,2023-05-20 11:32:14-05:00,-74.476898,46.043442,100,Type A,2
Resilient Otter,2023-05-20 11:32:21-05:00,-74.478838,46.045802,04,Type A,2
Cunning Giraffe,2023-05-20 11:32:24-05:00,-74.47912,46.042103,71,Type B,2
Independent Weasel,2023-05-20 11:32:29-05:00,-74.478246,46.04274,110,Type A,2
Swift Elephant,2023-05-20 11:32:48-05:00,-74.477115,46.045585,29,Type A,2
Wandering Antelope,2023-05-20 11:32:51-05:00,-74.476991,46.043423,101,Type A,2
Resourceful Platypus,2023-05-20 11:33:05-05:00,-74.479509,46.045296,22,Type A,2
Energetic Badger,2023-05-20 11:33:09-05:00,-74.478659,46.043088,78,Type A,2
Cunning Giraffe,2023-05-20 11:33:19-05:00,-74.479069,46.04206,71,Type A,2
Elusive Fox,2023-05-20 11:33:32-05:00,-74.478287,46.04589,27,Type A,2
Energetic Badger,2023-05-20 11:33:35-05:00,-74.478759,46.043046,78,Type A,2
Independent Weasel,2023-05-20 11:33:48-05:00,-74.478325,46.042771,110,Type B,2
Bold Owl,2023-05-20 11:33:51-05:00,-74.477195,46.043355,100,Type A,2
Cunning Giraffe,2023-05-20 11:33:53-05:00,-74.479094,46.042106,71,Type B,2
Swift Elephant,2023-05-20 11:34:07-05:00,-74.477115,46.045585,29,Type A,2
Cunning Giraffe,2023-05-20 11:34:13-05:00,-74.479094,46.042106,71,Type A,2
Noble Zebra,2023-05-20 11:34:14-05:00,-74.478451,46.046208,26,Type A,2
Independent Weasel,2023-05-20 11:34:19-05:00,-74.47825,46.042745,110,Type B,2
Cunning Giraffe,2023-05-20 11:34:38-05:00,-74.479094,46.042106,71,Type A,2
Independent Weasel,2023-05-20 11:34:55-05:00,-74.478271,46.042791,110,Type B,2
Majestic Kangaroo,2023-05-20 11:35:01-05:00,-74.478904,46.043435,320,Type B,2
Elusive Fox,2023-05-20 11:35:13-05:00,-74.47829,46.045913,27,Type A,2
Cunning Giraffe,2023-05-20 11:35:21-05:00,-74.479126,46.04215,71,Type A,2
Independent Weasel,2023-05-20 11:35:27-05:00,-74.478274,46.0428,110,Type A,2
Majestic Kangaroo,2023-05-20 11:35:34-05:00,-74.478868,46.043397,320,Type B,2
Wandering Antelope,2023-05-20 11:35:48-05:00,-74.476991,46.043423,101,Type A,2
Energetic Badger,2023-05-20 11:35:51-05:00,-74.478623,46.042812,76,Type A,2
Noble Zebra,2023-05-20 11:35:52-05:00,-74.478441,46.046204,26,Type A,2
Majestic Kangaroo,2023-05-20 11:36:18-05:00,-74.478868,46.043397,320,Type A,2
Vigilant Puma,2023-05-20 11:37:11-05:00,-74.479176,46.044041,17,Type A,2
Vigilant Puma,2023-05-20 11:37:34-05:00,-74.479135,46.044083,17,Type A,2
Noble Zebra,2023-05-20 11:37:47-05:00,-74.478444,46.046204,26,Type A,2
Vigilant Puma,2023-05-20 11:38:30-05:00,-74.479135,46.044083,17,Type A,2
Resourceful Platypus,2023-05-20 11:38:57-05:00,-74.4788,46.044785,11,Type A,2
Resourceful Platypus,2023-05-20 11:39:07-05:00,-74.478659,46.044723,11,Type A,2
Silent Squirrel,2023-05-20 11:39:17-05:00,-74.478258,46.045957,27,Type A,2
Silent Squirrel,2023-05-20 11:39:29-05:00,-74.478258,46.045957,27,Type B,2
Elusive Fox,2023-05-20 11:39:38-05:00,-74.478846,46.04583,04,Type A,2
Silent Squirrel,2023-05-20 11:39:56-05:00,-74.478258,46.045957,27,Type A,2
Silent Squirrel,2023-05-20 11:40:35-05:00,-74.478258,46.045957,27,Type A,2
Tenacious Mongoose,2023-05-20 11:40:42-05:00,-74.479198,46.044387,20,Type A,2
Vigilant Puma,2023-05-20 11:41:02-05:00,-74.479093,46.043928,16,Type A,2
Swift Elephant,2023-05-20 11:41:25-05:00,-74.477576,46.045805,1,Type A,2
Swift Elephant,2023-05-20 11:41:44-05:00,-74.477576,46.045805,1,Type A,2
Noble Zebra,2023-05-20 11:41:57-05:00,-74.47828,46.045941,27,Type A,2
Energetic Badger,2023-05-20 11:42:31-05:00,-74.478839,46.042649,75,Type A,2
Vigilant Puma,2023-05-20 11:42:37-05:00,-74.479093,46.043928,16,Type A,2
Majestic Kangaroo,2023-05-20 11:42:39-05:00,-74.479523,46.042509,328,Type B,2
Noble Zebra,2023-05-20 11:42:44-05:00,-74.47828,46.045941,27,Type A,2
Tenacious Mongoose,2023-05-20 11:42:50-05:00,-74.479198,46.044387,20,Type A,2
Energetic Badger,2023-05-20 11:42:55-05:00,-74.478839,46.042649,75,Type A,2
Tenacious Mongoose,2023-05-20 11:43:06-05:00,-74.479252,46.044394,20,Type B,2
Majestic Kangaroo,2023-05-20 13:00:28-05:00,-74.478392,46.044838,10,Type A,3
Loyal Crocodile,2023-05-20 13:00:38-05:00,-74.478878,46.044109,19,Type A,3
Daring Koala,2023-05-20 13:00:39-05:00,-74.478634,46.042434,72,Type B,3
Curious Penguin,2023-05-20 13:00:50-05:00,-74.479279,46.04234,73,Type A,3
Resourceful Platypus,2023-05-20 13:00:52-05:00,-74.478709,46.044703,75,Type A,3
Clever Lion,2023-05-20 13:00:54-05:00,-74.478553,46.043087,78,Type A,3
Lively Rabbit,2023-05-20 13:00:56-05:00,-74.478645,46.044613,11,Type A,3
Silent Squirrel,2023-05-20 13:00:59-05:00,-74.477555,46.04582,01,Type A,3
Energetic Badger,2023-05-20 13:01:04-05:00,-74.478473,46.043601,89,Type A,3
Wise Leopard,2023-05-20 13:01:08-05:00,-74.477115,46.043728,97,Type A,3
Enduring Beaver,2023-05-20 13:01:15-05:00,-74.479319,46.043681,84,Type B,3
Wise Leopard,2023-05-20 13:01:17-05:00,-74.477115,46.043728,97,Type B,3
Brave Cheetah,2023-05-20 13:01:17-05:00,-74.477565,46.043532,03,Type A,3
Silent Squirrel,2023-05-20 13:01:19-05:00,-74.477555,46.04582,01,Type A,3
Loyal Crocodile,2023-05-20 13:01:23-05:00,-74.479545,46.0443,19,Type B,3
Graceful Raccoon,2023-05-20 13:01:25-05:00,-74.478156,46.043347,16,Type B,3
Majestic Kangaroo,2023-05-20 13:01:29-05:00,-74.478365,46.04488,10,Type A,3
Lively Rabbit,2023-05-20 13:01:43-05:00,-74.478637,46.044764,11,Type B,3
Enduring Beaver,2023-05-20 13:01:50-05:00,-74.479329,46.043637,84,Type A,3
Lively Rabbit,2023-05-20 13:01:52-05:00,-74.478637,46.044764,11,Type A,3
Playful Dolphin,2023-05-20 13:01:55-05:00,-74.477282,46.043357,100,Type A,3
Brave Cheetah,2023-05-20 13:01:56-05:00,-74.479182,46.045569,03,Type A,3
Loyal Crocodile,2023-05-20 13:01:58-05:00,-74.479557,46.044309,19,Type A,3
Graceful Raccoon,2023-05-20 13:02:09-05:00,-74.478126,46.043346,91,Type B,3
Bold Owl,2023-05-20 13:02:11-05:00,-74.477118,46.043959,96,Type A,3
Majestic Kangaroo,2023-05-20 13:02:26-05:00,-74.478365,46.04488,10,Type A,3
Gentle Bear,2023-05-20 13:02:26-05:00,-74.478234,46.044152,86,Type B,3
Enduring Beaver,2023-05-20 13:02:27-05:00,-74.479293,46.043586,84,Type A,3
Wise Leopard,2023-05-20 13:02:30-05:00,-74.477064,46.043762,97,Type A,3
Cunning Giraffe,2023-05-20 13:02:36-05:00,-74.478314,46.043488,90,Type B,3
Resourceful Platypus,2023-05-20 13:02:38-05:00,-74.478666,46.042533,75,Type A,3
Loyal Crocodile,2023-05-20 13:02:38-05:00,-74.479537,46.044264,19,Type B,3
Graceful Raccoon,2023-05-20 13:02:45-05:00,-74.478139,46.043345,91,Type A,3
Brave Cheetah,2023-05-20 13:02:47-05:00,-74.479231,46.045536,03,Type A,3
Vigilant Puma,2023-05-20 13:02:51-05:00,-74.479041,46.043585,85,Type B,3
Loyal Crocodile,2023-05-20 13:02:54-05:00,-74.479537,46.044264,19,Type B,3
Gentle Bear,2023-05-20 13:02:56-05:00,-74.478234,46.044156,86,Type B,3
Enduring Beaver,2023-05-20 13:03:04-05:00,-74.479293,46.043586,84,Type A,3
Cunning Giraffe,2023-05-20 13:03:08-05:00,-74.478267,46.043456,90,Type A,3
Silent Squirrel,2023-05-20 13:03:10-05:00,-74.477744,46.046063,28,Type A,3
Fierce Porcupine,2023-05-20 13:03:11-05:00,-74.478445,46.043604,149,Type A,3
Majestic Kangaroo,2023-05-20 13:03:18-05:00,-74.478408,46.044878,10,Type A,3
Playful Dolphin,2023-05-20 13:03:19-05:00,-74.477274,46.04329,100,Type A,3
Loyal Crocodile,2023-05-20 13:03:27-05:00,-74.479664,46.044222,19,Type A,3
Gentle Bear,2023-05-20 13:03:28-05:00,-74.478234,46.044156,86,Type B,3
Cunning Giraffe,2023-05-20 13:03:32-05:00,-74.478334,46.043489,90,Type A,3
Lively Rabbit,2023-05-20 13:03:39-05:00,-74.478689,46.044722,11,Type B,3
Noble Zebra,2023-05-20 13:03:39-05:00,-74.478532,46.042595,69,Type B,3
Enduring Beaver,2023-05-20 13:03:45-05:00,-74.479293,46.043586,84,Type B,3
Brave Cheetah,2023-05-20 13:03:52-05:00,-74.479222,46.045635,03,Type A,3
Majestic Kangaroo,2023-05-20 13:03:55-05:00,-74.478408,46.044878,10,Type A,3
Clever Lion,2023-05-20 13:04:00-05:00,-74.478568,46.043095,78,Type A,3
Cunning Giraffe,2023-05-20 13:04:02-05:00,-74.478263,46.043473,90,Type B,3
Gentle Bear,2023-05-20 13:04:17-05:00,-74.478216,46.044147,86,Type B,3
Wild Tiger,2023-05-20 13:04:19-05:00,-74.479295,46.044056,100,Type A,3
Curious Penguin,2023-05-20 13:04:21-05:00,-74.479226,46.042962,77,Type A,3
Majestic Kangaroo,2023-05-20 13:04:21-05:00,-74.478408,46.044878,10,Type A,3
Wise Leopard,2023-05-20 13:04:27-05:00,-74.477166,46.043817,97,Type A,3
Brave Cheetah,2023-05-20 13:04:32-05:00,-74.479222,46.045635,03,Type A,3
Agile Hippopotamus,2023-05-20 13:04:36-05:00,-74.478171,46.042232,114,Type A,3
Swift Elephant,2023-05-20 13:04:36-05:00,-74.47824,46.042039,114,Type B,3
Vigilant Puma,2023-05-20 13:04:39-05:00,-74.479101,46.043566,85,Type A,3
Enduring Beaver,2023-05-20 13:04:40-05:00,-74.479293,46.043586,84,Type A,3
Curious Penguin,2023-05-20 13:04:41-05:00,-74.479194,46.043002,77,Type A,3
Gentle Bear,2023-05-20 13:04:43-05:00,-74.478216,46.044147,86,Type B,3
Lively Rabbit,2023-05-20 13:04:44-05:00,-74.478662,46.04468,11,Type B,3
Silent Squirrel,2023-05-20 13:04:53-05:00,-74.477718,46.046041,28,Type A,3
Vigilant Puma,2023-05-20 13:04:56-05:00,-74.479101,46.043566,85,Type A,3
Playful Dolphin,2023-05-20 13:04:56-05:00,-74.477297,46.043336,100,Type A,3
Silent Squirrel,2023-05-20 13:05:06-05:00,-74.477718,46.046041,28,Type B,3
Clever Lion,2023-05-20 13:05:14-05:00,-74.478629,46.043059,78,Type A,3
Wise Leopard,2023-05-20 13:05:17-05:00,-74.477105,46.043767,97,Type A,3
Wise Leopard,2023-05-20 13:05:27-05:00,-74.477041,46.043772,97,Type B,3
Gentle Bear,2023-05-20 13:05:32-05:00,-74.478214,46.044139,86,Type B,3
Curious Penguin,2023-05-20 13:05:46-05:00,-74.479175,46.043022,77,Type A,3
Wild Tiger,2023-05-20 13:06:00-05:00,-74.479301,46.044001,100,Type A,3
Silent Squirrel,2023-05-20 13:06:09-05:00,-74.477665,46.046038,28,Type B,3
Lively Rabbit,2023-05-20 13:06:10-05:00,-74.478366,46.044862,10,Type A,3
Enduring Beaver,2023-05-20 13:06:12-05:00,-74.479293,46.043586,84,Type A,3
Playful Dolphin,2023-05-20 13:06:17-05:00,-74.477297,46.043336,100,Type A,3
Wild Tiger,2023-05-20 13:06:22-05:00,-74.479319,46.043956,100,Type A,3
Silent Squirrel,2023-05-20 13:06:28-05:00,-74.477757,46.046058,28,Type B,3
Lively Rabbit,2023-05-20 13:06:32-05:00,-74.478345,46.044905,10,Type B,3
Wild Tiger,2023-05-20 13:06:41-05:00,-74.479336,46.043912,100,Type A,3
Swift Elephant,2023-05-20 13:06:45-05:00,-74.478315,46.042033,114,Type B,3
Gentle Bear,2023-05-20 13:06:47-05:00,-74.47823,46.044128,86,Type B,3
Noble Zebra,2023-05-20 13:06:51-05:00,-74.478301,46.042762,110,Type B,3
Silent Squirrel,2023-05-20 13:06:56-05:00,-74.477748,46.046047,28,Type A,3
Gentle Bear,2023-05-20 13:07:05-05:00,-74.47823,46.044128,86,Type A,3
Swift Elephant,2023-05-20 13:07:14-05:00,-74.478315,46.042033,114,Type B,3
Lively Rabbit,2023-05-20 13:07:20-05:00,-74.478345,46.044905,10,Type B,3
Swift Elephant,2023-05-20 13:07:28-05:00,-74.478315,46.042033,114,Type B,3
Silent Squirrel,2023-05-20 13:07:34-05:00,-74.477733,46.046103,28,Type A,3
Noble Zebra,2023-05-20 13:07:37-05:00,-74.478305,46.042758,110,Type A,3
Lively Rabbit,2023-05-20 13:07:49-05:00,-74.478287,46.044862,10,Type B,3
Cunning Giraffe,2023-05-20 13:07:56-05:00,-74.478128,46.043391,91,Type B,3
Swift Elephant,2023-05-20 13:07:59-05:00,-74.478315,46.042033,114,Type B,3
Noble Zebra,2023-05-20 13:08:02-05:00,-74.478306,46.042757,110,Type A,3
Silent Squirrel,2023-05-20 13:08:05-05:00,-74.477757,46.04604,28,Type A,3
Gentle Bear,2023-05-20 13:08:16-05:00,-74.478326,46.044218,86,Type B,3
Majestic Kangaroo,2023-05-20 13:08:18-05:00,-74.477812,46.045035,08,Type A,3
Swift Elephant,2023-05-20 13:08:20-05:00,-74.478315,46.042033,114,Type A,3
Lively Rabbit,2023-05-20 13:08:36-05:00,-74.478287,46.044862,10,Type A,3
Brave Cheetah,2023-05-20 13:08:42-05:00,-74.479275,46.045547,03,Type A,3
Majestic Kangaroo,2023-05-20 13:08:46-05:00,-74.477812,46.045035,08,Type A,3
